"filename","species","filesize","md5"
"112274",1,2267,"ab4ef2d24f8df725ef9b6e8f49d403e2"
"112612",1,1943,"512c4adb4e90fc9757a70dccf65713d6"
"112855",1,1593,"ba410d04409598b63070a4ab3a2abc0e"
"112904",1,2518,"19ce020a1a47fe28dbfdcd2a66b4847f"
"112947",1,1316,"7132d9472335bbb52380c590f54cc9fe"
"113042",1,1172,"56ae028b98c3997a7aae1895840d056a"
"113367",1,1480,"334774a52badb469eebbe0d2c81eca86"
"113378",1,1848,"e57e41cf0ccc9cae43c314a4dfd99943"
"113699",1,2449,"7bcad9016a5d4c2dbaec43c8da91a4b8"
"113857",1,1360,"4009046752d1e96f2f376ad393aa91e4"
"114024",1,780,"bb36734f6d801df0774529373b877904"
"114216",1,1278,"e3d36df44904d3adacc3e96523038e58"
"114229",1,1106,"e74d37cff2a945355d9ca30fe394a4fd"
"114512",1,2191,"6bbabbb8cc7fe71fdfe6254a38855b46"
"114578",1,817,"dae398d83dd2a68b16b8b8ffeed7ee19"
"11458",1,1175,"0cf4cd00ca276b951a980af6bfcffe61"
"114895",1,1132,"c3b5bab85a89019aa05c989a445709b6"
"115204",1,1935,"eb83eb04732774b011540018e0999ee6"
"11536",1,1954,"84229b3c58e0cf962d785efe2a7eb371"
"115756",1,1355,"90120e0272b5f9f067a1361309c1dd7f"
"115821",1,1515,"300c1611ff320fbeefb9a33b27500396"
"115968",1,1563,"7a77c1433160ccb016f0e44fc9c8eac7"
"116095",1,1297,"636b35984833865b003dd8bf2d1584bc"
"116205",1,2156,"0a678fe9d89e9ef89c7149214f282033"
"116264",1,1378,"b24254c4b82a8b74d1d549d4fca42fe5"
"11634",1,1344,"a813df88a30318ffd4a9aef4dd0860f4"
"116465",1,1182,"4c12091058b2075f5905e84da8ae2bf5"
"116537",1,756,"c4f4f79981191942e422d2764169bc48"
"116671",1,896,"caf5d0f7d57b58cc358b7bd851b218f3"
"116703",1,1322,"12b5b3187432e52939ff19c419e50c9f"
"11678",1,1282,"23efdbee43daaa816cae357de7551188"
"116812",1,1315,"0f7ef5c1f854b1c6adce1794110734a7"
"116973",1,2099,"5ea1105ebbd09bf01e0aab157a207706"
"117084",1,1072,"9255ac448ac5ccbdb72a5a0eb32b0cc8"
"117095",1,1689,"d2598cee74d2e3015476ad517892918c"
"117270",1,1214,"2b7b1bef756ec3148ba772605fb7d855"
"117351",1,1961,"6c0731430ac90b1ac13db3ea4eb6aa61"
"117450",1,1519,"0ebea42d8483f971569e669f5dac1f21"
"117781",1,1490,"59049c8634070c5c11d459cebe4f855f"
"117925",1,1946,"e00874a1e46e84979e910752ec54b449"
"118108",1,2865,"b42bdf399ac95f24fab32410ef49888d"
"118270",1,1781,"9592995179fcb544e50d5bf2b0259a34"
"118402",1,1255,"6b697632ba8da3ff8b08c964759c17d0"
"118417",1,1976,"f9b3bcc864285403d1712f3736263482"
"118599",1,1148,"e87cdf3706c4f079f52315af1076c9e7"
"118669",1,2354,"fc3f23626e122629de35bc34fbb58b1a"
"118814",1,669,"814cae8e4f0c979071c84194a8d37deb"
"118892",1,1942,"acfa8e056f0b508ee465a7c5f7060ffd"
"119006",1,1943,"5757e8f2659357d2945842f8c4a5d509"
"119015",1,1482,"ef382636eb973392d71ca36148d6da46"
"119556",1,1314,"b11b390b03d75ee5e0f416da176ca8dc"
"119912",1,1453,"002ed6804b49d091d17561ffb4e3bc3a"
"120214",1,1081,"765c2c7030829bbe35f2953625e244c8"
"120224",1,873,"6fb19925e9b917f6e6312243871e9b97"
"120411",1,2106,"df45e3d07b8cab2bcb38e22d33261a8d"
"120614",1,1528,"2a1091c15cc44bd8046e24b1f030c185"
"120653",1,1607,"269900f020c14946334e396f04f23e04"
"121168",1,1726,"e2abb9afb532228ddeb46460ef9038c4"
"12153",1,1380,"80c0370c96f8dc6c944048255caed495"
"121544",1,2091,"3dc79159718780719443afd9c29bbee3"
"121558",1,1442,"3016b35637394cb3c65f0cc69324fbcb"
"121635",1,1083,"937efb011cf763e8b8994637b5068065"
"121769",1,1526,"41630a5857beb21fac5fdfd768c18a58"
"121811",1,1789,"495d85281f1a947808991ce6ef56903c"
"121816",1,1402,"cca595e991b09c1d48510062fecd3017"
"121952",1,1358,"9a695c00fb75e209d3f8fa55185194ad"
"122162",1,807,"1ff0f7a7e1d6620941901e6a0a0284c2"
"122333",1,1988,"68502408485d492e5d43466c568ec746"
"122445",1,775,"5fb1ac4353eb33280ee17daac7d4cf34"
"122452",1,1492,"5170b0d16ba4d13607bf02e92a3cdf22"
"122572",1,1166,"d6348c8d7ec97e1427037ef5f67e2dad"
"122747",1,2106,"310c7271eec324df02307e0dc66ae392"
"122998",1,1568,"7bdd038abb381feeaea751314b3887ce"
"123009",1,848,"bb2ab43bc2ce8b5e3dd3f98dd93031fb"
"123245",1,1426,"b12fbe091ccbe40df23617df5e3a40a3"
"123431",1,1934,"36d1cdc44aae4aa5e133e3f5de1f14af"
"123495",1,1775,"927902e2aed1a780fa803ae522092083"
"12403",1,1925,"82538b4c5348932e59eca0b607be7892"
"124144",1,1045,"6ed177ee1c64b3fdc8a7f4abb4a016b9"
"124285",1,1486,"85f040e24cdc14c3663133adb83c01bd"
"124357",1,1273,"f3affc6b2001282a649f209f52890fa0"
"124385",1,1031,"4f5c463563f97c3433a1defa9a4ea443"
"124403",1,2624,"b22cca4a8af8a424d3bc7b842d9fe292"
"124404",1,2279,"fe4ed12b974bd09622e4bda2cd940e2c"
"124435",1,991,"fa05d535589569be415fb8f7c2ad7ae7"
"12469",1,2087,"1448bfb3144ad2166fb77dc540b1ecf8"
"124835",1,1627,"4f7c66a3f5b58e6421d9fa382391495c"
"12493",1,2129,"26691bbbc913bc3877af8325823e9132"
"125061",1,1514,"4154b0718a8a0b712ecd1959d216900d"
"125099",1,2269,"63d50ecebdfb7bf5169cd20823731ac2"
"125118",1,795,"3a17c0b7b018b68b52a9b3cbf231cce6"
"125286",1,1234,"7f5957b80982baae81bb30f171d82b8d"
"125408",1,2775,"aa6960608d1024ad55fb2c16c8a22472"
"125577",1,3136,"6594ae0840789dcee34e78e8880caff1"
"125639",1,1103,"66dec6c175d0ab267544fdbc86f843e4"
"125847",1,1280,"9943743665b0589ccc21b6cedc9d26bf"
"12597",1,917,"699b5b7656cf70bc80a18d094afa4cf6"
"126030",1,1756,"6567d2f079d643885e6c799b2228a0c6"
"126162",1,1374,"ef3405a35853d0c4505ab54b13243e07"
"12620",1,1768,"0a61aedcf558db9f3a552973637a93e7"
"126214",1,882,"431ca582fba3198d5939450e89e6d03f"
"12626",1,1587,"0ff1c2ce6cf408777387ec4e4f561ab3"
"126872",1,796,"164d4ef7f3f51008a496bb41f8dac4f1"
"12712",1,1003,"e07f5cafb6e8d3fa343122d322e378d7"
"127254",1,1628,"b6a8ae342c1d83074eec4cd66be36849"
"127472",1,1779,"b895927982e3372f4640245a5f24dc63"
"127532",1,1465,"59a5f7c3ebff2db0104b26615b3782d8"
"127677",1,1604,"1526cbbfde79ff42bd34c8f255b53883"
"127678",1,981,"3a859bb5e1cd2f46e91a27d69ddfcb9d"
"127811",1,1552,"421ccbb3b8b2a1d775f24fbd23988e73"
"128052",1,1512,"b60ea8ea63b7e1ad63441fcd2465ebb4"
"128768",1,3570,"a83395da1306b89a18c68a65a9eddfea"
"128838",1,1507,"0ab977b332fc9aae9fb60c324cbafac0"
"129386",1,851,"861db3bb0261f31720ddfcd0b09a9187"
"13003",1,1649,"80d85956f6b5059a048c5d9ffb1646c2"
"130531",1,895,"088dad4978715df647704d40e89b7d8b"
"130830",1,721,"d83357dd1d481a44e540e716313929a8"
"130875",1,1600,"fceb6542275e5f5831ec0f7bcc60d5c0"
"130878",1,2157,"94f9542ccb2ad649377f98f170080745"
"130904",1,1319,"fac000d497a7de0041151406324a2c99"
"131056",1,912,"055fd98b5187a1b2c9d73b6a0748f4ab"
"131279",1,1127,"9ac7dd25a27fedda7c50193e6302a8d5"
"131295",1,1981,"9706a70ccf4a46b0cdd2e8517bff0995"
"131800",1,769,"fc5c684b18eb9f5e1a7d72a071087d54"
"132088",1,1112,"9e75b08112cd6dd83af3a514ccd4bbed"
"132262",1,1456,"627f8df73078c7cf88649ded55f676bc"
"132401",1,1364,"79ed45f42cee05de425832bdfe8ebce3"
"132415",1,788,"e414e9ee0bb76137f2e678f172e4e921"
"132431",1,2039,"e4a4690e77cf9fed63cf305ef33b7e10"
"132457",1,1423,"a99d8e19485dc33686e54fe2ca567238"
"132554",1,699,"8284b5fa11d69ef1a7063bda35c4e813"
"133215",1,806,"819a803626871f6820ad08ba6fb42327"
"133275",1,2288,"c3dd4c248361fa6ddb06649bb26aee04"
"133382",1,1451,"0dc77e9be95eb82ac4e197ef03642b52"
"133452",1,1804,"911464d4fd73c39960b421ace03c07f0"
"133587",1,2350,"efd84a0dee771dcfda711a8635803c75"
"133714",1,1443,"5db906ec2221ed98056b30bb3117c9fc"
"133736",1,1302,"5a0d0d154a18278f4d945bf708ef0b55"
"133815",1,988,"8786b79149f4230752d3c04afa5d9b1c"
"133835",1,988,"4ec2c172a7bcff2a8569100abec0c84b"
"133887",1,1693,"2ed9aad219f6cd21bfda8c19d67cfa84"
"133988",1,1510,"76695873dffbcfb887827de13b82234f"
"133996",1,1660,"cb718ced9db0e96cafbfa802b4dd15ef"
"134161",1,1132,"b3329f074fcc6b07b0e91fd90526990d"
"134243",1,1379,"aa57782345ab46949461c3d9b4d49d33"
"134559",1,1912,"2ba5aa460e4ec6e61122d67fd0f0512f"
"134690",1,1693,"244b11c54bf1937c973e2c18ae9c1c75"
"134858",1,5701,"7e3ad1ddc0773db7c276d68c1fc05b82"
"134984",1,1307,"01908b9bd237b4203e0693f5a7cef3a8"
"135180",1,2940,"8f94a23b3c45710cbdfe954aa09e2ab7"
"135436",1,1347,"4d4df98128d41848f82100a2628d5778"
"135482",1,750,"ccd0f097aa51808b56b9cdead3730295"
"135642",1,1702,"dd405ec60c37a9e83656bfafe6cc3b3e"
"135894",1,764,"04909a14f9f7cd971145839a9985a373"
"136000",1,2059,"47f005b317ab88b6ce5da0fa2e541519"
"136011",1,1240,"165867fdb0c000e9f2606e43f09a42fa"
"136581",1,2241,"baa953d8ae9acdb386e3023747ed5755"
"136810",1,1157,"619f5d24364d6880c6653dccbe825cd8"
"136924",1,3868,"ea5f7c33d58e781d8a031edd8d837201"
"136943",1,1697,"5ebbbc9f6faf90b28dc1690da65c1cd8"
"136985",1,1632,"a276d430e337034cdecefe211148e18c"
"137186",1,1136,"fcbec57d00ce1cd6fa7d1bc070c61178"
"137261",1,1937,"96a7da6446eee09eb6f88f9cfb8c1781"
"13748",1,1791,"cbe6d51505c9f90766fc876e3aa453a2"
"137643",1,951,"69b53e71069183b7181d0dab9fbd86ea"
"137742",1,2476,"2fafec0e77b0c5e127777d56030171a2"
"137954",1,976,"c9a2a9b4cd5a2004d0d37ed5e83260b0"
"13844",1,1634,"2c732e4f59e30137446d731ecbda7c0e"
"138546",1,1502,"2f7034fc8b43f7eff0d3cf01dd4aebf9"
"138625",1,1569,"e3c985b68967181771faf3dd221c5270"
"13890",1,1490,"318095796ad39612fe249f2bcfb5702f"
"139166",1,1674,"fca075b4863228c2d96c45d5e5427436"
"139666",1,1489,"34488aed16f8db0034355f133a8b06fc"
"139671",1,2133,"48a2451c8f7c71dedef55308ed4ab49e"
"139716",1,1450,"4ca025b18d094f6a3eacd10eb9c2ba23"
"140205",1,720,"e48580b0db434a41e5d280d0c2a89800"
"140702",1,1336,"9478e8f48c02436d44e20fecdbc5a343"
"140835",1,1287,"c6555ba8c3d7e07b1afc3712f7fd8192"
"140910",1,1429,"44ffce39fe66eb2d6ea775cc0f9b11dc"
"140953",1,1208,"56083f505e4273160df727cbbd7c93b9"
"140968",1,1280,"74ff2feaec92c34c94bc004f9079f29e"
"141134",1,748,"95b598f3edf36ea4edbac9cbfad9d038"
"141187",1,1232,"21859c792c5a61bdc8d81070213f6512"
"141268",1,907,"00aee92ee23bc64ee7bf84b9358e9f1c"
"141576",1,2511,"88f223507e73e27a2bd12122f8339a19"
"142059",1,1077,"4df424bcbe4e6f97c3ae1540ab4360d7"
"142407",1,2053,"fa26d2b51857069529382f9d8fa8ec66"
"142568",1,917,"6fccace68ebab2d6da56987dc7e1b00b"
"14260",1,2385,"e54fb5770500f91d1bd539ae6e9004e4"
"142761",1,1438,"443a277bbcf8aa115a1a39cb498eee2f"
"142892",1,1405,"9d69815e79fe7cde8c4524dc0ae973bf"
"142915",1,1754,"ddd3598aafadbe21fad2cdd9a35c53ac"
"143096",1,728,"1fcbab7cd5dd3187266b29f5e915bd2e"
"143433",1,848,"f4e3ad57147c37cf673445028c2618ba"
"143918",1,1809,"d9b8105b33a36072427e35e3fef33db7"
"143967",1,795,"017af35ac8e3cbddd8b0dbb14a9e078d"
"144032",1,619,"038b849a103e74ff108cf2bfec348698"
"144288",1,2625,"19b00cdaa43a8cce8d1e1dbe6acf7b1d"
"144504",1,1228,"2c202cba7f11f53d7ac8c5a235451278"
"144657",1,2096,"3c79816aac538693dbe4d6e784c737e5"
"144786",1,1366,"78b296197facb6f4ae752e73bd73142b"
"14486",1,1901,"beed12c4e93aa97268ec195ab03f3c49"
"144922",1,1217,"014b608cb67df43adf9a08363e7ff89d"
"145088",1,754,"0ae6729d8ef8a84a02f89f82b2867c12"
"145136",1,1269,"324f0aca33842c69834a52fabfe4d8d5"
"145298",1,2368,"50ac00a01a4f3f5ed3407bd28ff7745a"
"145360",1,1628,"65d67b53d3227af14df1f3a78033e885"
"145605",1,813,"e10a3b1b590bc12b5b8b833691dd51c2"
"145748",1,1512,"3426639b70520eb7d95454b1a2cea0c5"
"145764",1,1398,"f3e1eeee240a34318e0d180a981f4317"
"145848",1,1217,"0a75e30d6e0fa2b76d4b4916ec505d95"
"146019",1,1976,"8dd253f56fec03df1b5bf7b7b87ea50c"
"146202",1,1003,"21042f3d1667c599d07c4de76a8ee080"
"146348",1,677,"ce510d32cfdfa1b9617a88b4f75a29e2"
"146460",1,1987,"c603e81572e76f0a6aab307639500b92"
"146461",1,830,"53d98dc5c213a636ff28b645f99beda7"
"146543",1,1747,"29fcccbc9abfdb99c996c181e7edd8bd"
"146603",1,817,"6005aad40b93ef7a48d1125e39571fa5"
"146677",1,1510,"62346ebea898979f6cc0a2546a4b0ca6"
"146678",1,1495,"0e161c92ab7bb1faa2ddf0a86cb59f05"
"146920",1,2044,"39df20daf93150ef7415960002457cf2"
"147493",1,1590,"a1e2d0710e425b5294657ec3e219e0d3"
"147536",1,978,"5e791114e7f9749bf77b2516c1cf4d80"
"147553",1,899,"03c245efdd8b60fa05f6c4ef1400350d"
"147572",1,2029,"8b163c83db7c14153c50bc1afad32a19"
"147918",1,1167,"99d87b29939c5a607d3110ec53e86702"
"148193",1,2080,"1a7589a22428bca470a376227a13a758"
"148495",1,2188,"ff315b5b1b8fabeb1c7f659ba4d17ae1"
"148531",1,1249,"c38d0fe589912a7cfbad741d8f5988eb"
"148830",1,1856,"fa0a2cff0ffac04facbe3eaafd341019"
"14885",1,2271,"d51126d228cf1daa668287a2361b87c1"
"148908",1,2308,"c5ad5646f354599474eb8372323214ef"
"149276",1,1508,"0cc8d0869d1df8cd55df473f91c0058c"
"149400",1,1332,"4f883c30466d44fcacd8b37dffa75063"
"149479",1,1093,"08f85803ddb8373dfddb9d402dd15eab"
"149577",1,1728,"39960417516b070bc01d816d430825fc"
"149815",1,1415,"115f852faf6762b436894ca97034eb6e"
"149861",1,1008,"799015123ccd577532b04a9a044a6968"
"149897",1,1337,"213e60db9ea0cf7c68a6f2f734424ca0"
"149992",1,879,"a228f08a69704f2fa2355a481c07b742"
"150457",1,2523,"754cc1a6ffb1f68ff11211a4e66a4d24"
"150495",1,1289,"d5b7c7f2a30773ce25f2af67f1ca51af"
"150702",1,2370,"d983f71b683b0cf0d24f6e890fee0e97"
"150717",1,1833,"2b012def94371022b3438beac15ac129"
"150821",1,1126,"ac660b0484de514519b2137063be3b3a"
"150900",1,927,"139079e0d760b505ddf3522b4127e030"
"151041",1,1236,"082843b2e8080392fc8aabee578bb9ae"
"151074",1,1615,"9340ad918978b4a251197827671c2432"
"151167",1,1420,"330f76e674bfbfaf458bbd82faa8bacd"
"151694",1,1843,"0050a1884092f4f016b9c459df5b412a"
"152026",1,3723,"fb986da8f113ab9bbc30d5ad04ea995e"
"152132",1,882,"13d82ea8aa6096cd36c1d581477ca251"
"152476",1,7745,"f80f1341619116bde5b22101e8df3a71"
"152512",1,2534,"21a64d8e922501ab0827e6ad16483c83"
"152583",1,2082,"6bdd31c622ee9842e51d36e265723059"
"152604",1,1605,"905c177bac08a4b637160b24c0d04c97"
"152686",1,1989,"cc03f84eee9b86a133ba796280b3bbf8"
"15274",1,1003,"29e3f8f8375856de542518d97eb58860"
"153003",1,1820,"50d8f18f403aaf2e81715c6ede9b0618"
"153232",1,1429,"ad674d5154cc13dc732330680f7d4505"
"153301",1,1114,"d87e891b0722392bf7ba3a0b678083c2"
"153323",1,1583,"5e0df5b13637d20dac3c7e955d5a1e5e"
"153438",1,2461,"652c3b00f4a508670aefee28e2172071"
"153535",1,944,"999fcc560b705668caac6c2b93b3e529"
"153666",1,2851,"21c97ed13e36a9a0030d4d04ccc25c3b"
"153774",1,872,"b245bda81039a70a785adb2ccfb950f5"
"15379",1,2767,"27f11f026039de7bac91903d32c8701c"
"154018",1,640,"38bf86c6d4bbcaa9ef69dabc8a34b3c7"
"154067",1,3335,"3dce11988d4de18b28eebcc08602e7cb"
"15422",1,975,"e1459d7ff922bea30f16844bbc8714fb"
"154234",1,1134,"9ed84c9edd38e0f33150db1f7b41a3e9"
"154446",1,2537,"1a9a08e77fc53305fdd609bbd58d9006"
"15456",1,2094,"f55dd8796cd0f320f1decd99aaaa09a3"
"154591",1,1688,"52f1c61b876cac426eba4fa77dc6f60e"
"154712",1,1767,"519359d8eecc0eaa7d6ed675ea34d9d5"
"15473",1,1801,"a40008b7b774fe4628d3460e12115a57"
"155025",1,2103,"89161e33e1be20a3d0092f643a9cf935"
"155350",1,1570,"fe2f6ba7f438e5fe71109d9f65716eaf"
"155797",1,1553,"1e235c332c0af180981c99e29fb7eafb"
"155853",1,2329,"0087c5db3b99c15dd8bbdccd6bdc8fde"
"156108",1,1391,"c611bfdfbe231b04ef6561af51db1e0e"
"156537",1,1540,"6e723a9e46f69f44c1681493c3db50c4"
"156729",1,1756,"12c20a9daea5c88e159317f9137e57bf"
"157021",1,1642,"0080f0935aa5a4729898ec5affa45058"
"157513",1,1294,"08e3a1b1ecafc1cafb8f4e0dab89feea"
"157534",1,1244,"c8d1af3962f2fa1d2fbfde2e30be1086"
"157545",1,1627,"b12abcba5c0040fb974716bbec7a5bd0"
"157609",1,1367,"2b4b83fc8072c0ce92d8ef046514fc91"
"157825",1,2087,"a7f052faf02fdfbd5675bfde697c7737"
"158675",1,1769,"8af54ce2e6f8f58339d81a177641a62d"
"159062",1,1574,"89f3f9afcf0c55b02e481ee7bc51d09e"
"159516",1,2514,"7bc79386119dcc984e9365071926af8f"
"159560",1,1629,"33fc6bbf37faca4470882a328869da6c"
"159648",1,1322,"da45360d35ea06b8e8898f4273daa3eb"
"159896",1,1228,"da0bfd9913322ff985514b13f602c544"
"160085",1,1534,"1be0265370063531f2e10c8b7fe4a454"
"160208",1,1127,"22b130b79e79fde2ff646784502bb10f"
"160572",1,1155,"d9766b502ee620747dde40e907358505"
"16099",1,1625,"01cf85739e0d6df164a6b1a7cbc224a2"
"16369",1,1296,"8a43b593d3e6bcda1a747bead3071e7a"
"16425",1,1192,"4d94ef7e239e9285c720273cf2155c2d"
"16965",1,1051,"2ab3660c032fe476cac24de953872c90"
"17196",1,1033,"8e8eb4f80aefd32ef0143277ef28fdba"
"17522",1,1885,"942d4d5e0b81f14f45adca5a67830e7e"
"17551",1,1354,"45d19a11610c929aa24cfd4fa51fe667"
"17554",1,1383,"c94937201b5589721455c139da53516b"
"17813",1,1652,"62a9604b71f2ded429d20ac0ceeb51d9"
"17922",1,984,"cd31395ab72cad3bb952742248ae98a2"
"17940",1,1321,"8849d3b7c09118bfea0065c16edc7d33"
"17976",1,1885,"6ac97409d34bdb04f351926ce15a8b75"
"18070",1,1007,"c32943f0cab5bf0d36e4a7822e838f98"
"18186",1,1727,"6ee70b20d36991dfa0cea89deeb31ba4"
"18210",1,915,"88293b7647f7366b10be20510c71640b"
"18345",1,1209,"f9617a011c2eed71b1afae8dfb1d0bd6"
"18428",1,1098,"ef38c7865666ca4d5ccb9d58e860fbe2"
"18534",1,943,"b733c1a73b6cc0230a06af9a6a084f8f"
"18598",1,1875,"022655024bdc3642b5a6f3b02c31719a"
"18727",1,1180,"27f8513f5f31a48ee7fb0b1cd3ba64e9"
"18965",1,1935,"c84b856784b87cce4b446410af9ea2af"
"1958",1,1558,"1a64f67d22aa39bc955b856b9ded2ba6"
"19720",1,1790,"e0ddbf008f956990ca066c75f1f7bbc8"
"1975",1,1916,"eee7eb4a05bfc2181b64d2ca13ad1946"
"20018",1,1243,"0798ae788d8576c5a2d98e29aa0fc2a4"
"20084",1,2289,"68da6ce09c420d4184219e1f4bdfe992"
"20206",1,2624,"c4dd7eede70d3847e5aa9c0264ebce99"
"20741",1,960,"c526938bd117b9908a7191d9f588ec4b"
"20801",1,16214,"4d45fe1134b070592784dbbbd3aca3cb"
"2094",1,971,"86aa5e183ec6c2452007e557141f1234"
"21143",1,1510,"2d7c652512f8e51bbd5114afbce8edae"
"21192",1,2189,"2026be92726e013e16f37517039bada1"
"21269",1,1490,"f750cdb9bcaacd5054400490cf10cd26"
"21277",1,4158,"96f4ec1107245053359878a5a566a831"
"21337",1,2551,"19f6010b92fe1803c16efe762c4b5461"
"21459",1,913,"8ddb690966029e010a642788ace4239d"
"21542",1,1553,"105d75b8a73981ff1e4fb0cdc78881b7"
"21560",1,1381,"e0aa31599906e5a0cfd49b3d85b26296"
"2172",1,2459,"646c9cecad863fadf36845dfc99da4b4"
"21858",1,2008,"d2115185cad2d65e679795f86f211c2c"
"21900",1,1037,"989ad3182af3f8f92d7a51a771ce8388"
"22090",1,1879,"31718e09b07f05cbb697743937929f7c"
"22261",1,895,"8f0e35f46880e22744f872d99bbe6fc8"
"22291",1,1016,"be3620c2be76bdeb291a3826b3817746"
"22544",1,2836,"f8f2cffe1c8cb3a19d255fe593c7855d"
